time,expect_max_T,k_from_stm,max_temp
0,0,0,0
10,711.74183615552,4.7227322580952,715.99854373029
20,711.74183615552,4.7227322580952,712.13390155949
30,711.74183615552,4.7227322580952,711.77794622024
40,711.74183615552,4.7227322580952,711.74516200239
