time,expect_max_T,k_from_stm,max_temp
0,0,0,0
10,671.79354012711,5.820940643403,665.31587974848
20,671.79354012711,5.820940643403,671.46571069711
30,671.79354012711,5.820940643403,671.7769550736
40,671.79354012711,5.820940643403,671.79270132241
