fuel_axial_avg
623.85380831288
641.98992389451
671.4833872264
700.69252159748
729.06177972043
779.01070934802
829.91600835432
863.12554608586
905.13926562057
953.93009879449
1009.7441943163
1072.5619297194
1129.7918269058
1180.1495103174
1210.7407350133
1237.2742714898
1290.200962183
1356.556172397
1402.5704393173
1436.7857413279
1459.6755742896
1469.8016211835
1494.1637071118
1498.3293742493
1484.5615098287
1489.2210921727
1493.7148984672
1496.6305698331
1490.0624420758
1470.4426881613
